Date,price,log_return
2016-01-02,433.43798828125,-0.20651206226820715
2016-01-03,430.010986328125,-0.7937979079086462
2016-01-04,433.09100341796875,0.7137117514959161
2016-01-05,431.9599914550781,-0.2614903893657051
2016-01-06,429.1050109863281,-0.6631301754831982
2016-01-07,458.0480041503906,6.5272321349187425
2016-01-08,453.2300109863281,-1.0574244034119464
2016-01-09,447.6109924316406,-1.247521240174363
2016-01-10,447.9909973144531,0.08486021915259452
2016-01-11,448.4280090332031,0.09750167059737574
2016-01-12,435.69000244140625,-2.8817166747445384
2016-01-13,432.3710021972656,-0.7646965823602343
2016-01-14,430.3059997558594,-0.47874381276169387
2016-01-15,364.33099365234375,-16.64338052665779
2016-01-16,387.5360107421875,6.174599774960439
2016-01-17,382.29901123046875,-1.360572109487995
2016-01-18,387.1679992675781,1.2655651139036144
2016-01-19,380.14898681640625,-1.8295459016986062
2016-01-20,420.2300109863281,10.023896012970848
2016-01-21,410.2619934082031,-2.4006242647881866
2016-01-22,382.49200439453125,-7.0088214427767
2016-01-23,387.4909973144531,1.2984866282223049
2016-01-24,402.97100830078125,3.9172003871981684
2016-01-25,391.72601318359375,-2.8301970204966493
2016-01-26,392.15301513671875,0.10894589086653844
2016-01-27,394.97198486328125,0.7162729626808594
2016-01-28,380.28900146484375,-3.78833441545607
2016-01-29,379.4739990234375,-0.21454131182751948
2016-01-30,378.2550048828125,-0.32174964557383173
2016-01-31,368.7669982910156,-2.5403580608563368
2016-02-01,373.0559997558594,1.1563538116676308
2016-02-02,374.447998046875,0.3724394529405348
2016-02-03,369.9490051269531,-1.2087764139591044
2016-02-04,389.593994140625,5.173998404095497
2016-02-05,386.54901123046875,-0.7846488370578701
2016-02-06,376.5220031738281,-2.6282180931773356
2016-02-07,376.6199951171875,0.026022169560233628
2016-02-08,373.4469909667969,-0.8460639214485643
2016-02-09,376.02899169921875,0.689017662225599
2016-02-10,381.64898681640625,1.4835057495084154
2016-02-11,379.65399169921875,-0.524101373583598
2016-02-12,384.26300048828125,1.2066925497951821
2016-02-13,391.8599853515625,1.9577380503166129
2016-02-14,407.2300109863281,3.8473567610243378
2016-02-15,400.18499755859375,-1.7451229283921166
2016-02-16,407.4880065917969,1.8084566484096332
2016-02-17,416.3219909667969,2.1447477040665732
2016-02-18,422.37298583984375,1.4429798757375454
2016-02-19,420.7850036621094,-0.3766753265904786
2016-02-20,437.16400146484375,3.818639098201341
2016-02-21,438.7980041503906,0.3730765878716895
2016-02-22,437.74798583984375,-0.2395809974121328
2016-02-23,420.7359924316406,-3.9637829376651776
2016-02-24,424.9549865722656,0.9977708754209761
2016-02-25,424.54400634765625,-0.09675826813181336
2016-02-26,432.1520080566406,1.7761730167476384
2016-02-27,432.5190124511719,0.08488879767351332
2016-02-28,433.5039978027344,0.2274733499287574
2016-02-29,437.6969909667969,0.9625851196027416
2016-03-01,435.12298583984375,-0.589815232792952
2016-03-02,423.989013671875,-2.59211734527871
2016-03-03,421.6510009765625,-0.5529583775894621
2016-03-04,410.9389953613281,-2.5733186267470747
2016-03-05,400.57000732421875,-2.55562226581641
2016-03-06,407.7070007324219,1.7660229918133283
2016-03-07,414.3210144042969,1.6092289510488238
2016-03-08,413.97198486328125,-0.08427683488395658
2016-03-09,414.8599853515625,0.21427764853751743
2016-03-10,417.1310119628906,0.5459271215821551
2016-03-11,421.69000244140625,1.0870102896019171
2016-03-12,411.6239929199219,-2.4160158622951635
2016-03-13,414.06500244140625,0.5912678130918168
2016-03-14,416.43798828125,0.5714590613499919
2016-03-15,416.8299865722656,0.09408697604203162
2016-03-16,417.010986328125,0.04341349599853973
2016-03-17,420.6210021972656,0.861962835702918
2016-03-18,409.5480041503906,-2.6678073244245377
2016-03-19,410.4440002441406,0.21853785050233882
2016-03-20,413.7550048828125,0.8034521831448932
2016-03-21,413.3070068359375,-0.10833482479985394
2016-03-22,418.0889892578125,1.1503628063921654
2016-03-23,418.0409851074219,-0.011482461319438798
2016-03-24,416.3940124511719,-0.39475208968670705
2016-03-25,417.177001953125,0.18786395368977987
2016-03-26,417.94500732421875,0.18392655901028448
2016-03-27,426.7650146484375,2.088368232159591
2016-03-28,424.2309875488281,-0.5955455919149955
2016-03-29,416.5159912109375,-1.8353233713112649
2016-03-30,414.8160095214844,-0.4089783762667111
2016-03-31,416.72900390625,0.4601068441725693
2016-04-01,417.9599914550781,0.29495739086860767
2016-04-02,420.87298583984375,0.6945378098913718
2016-04-03,420.90399169921875,0.00736676345786342
2016-04-04,421.4440002441406,0.12821509021542582
2016-04-05,424.0299987792969,0.611729420992552
2016-04-06,423.4129943847656,-0.14561557733853048
2016-04-07,422.7449951171875,-0.15788999563638598
2016-04-08,420.3489990234375,-0.5683832552027873
2016-04-09,419.4110107421875,-0.22339446042406735
2016-04-10,421.5639953613281,0.5120221902404435
2016-04-11,422.4830017089844,0.21776197629015653
2016-04-12,425.19000244140625,0.63869202424251
2016-04-13,423.7340087890625,-0.3430212977198391
2016-04-14,424.2820129394531,0.1292438380009947
2016-04-15,429.7130126953125,1.271921454071168
2016-04-16,430.5719909667969,0.1996962758353169
2016-04-17,427.39898681640625,-0.7396563983103657
2016-04-18,428.59100341796875,0.27851198861912063
2016-04-19,435.5090026855469,1.6012375952933273
2016-04-20,441.3890075683594,1.3411121805216768
2016-04-21,449.42498779296875,1.804237081908121
2016-04-22,445.73699951171875,-0.823986987830282
2016-04-23,450.2820129394531,1.0144991001068508
2016-04-24,458.55499267578125,1.8206143015635057
2016-04-25,461.4259948730469,0.6241458369899467
2016-04-26,466.0889892578125,1.0054896687550094
2016-04-27,444.68701171875,-4.700588971564477
2016-04-28,449.010986328125,0.9676665628468313
2016-04-29,455.09698486328125,1.3463193902923072
2016-04-30,448.3179931640625,-1.5007762991123412
2016-05-01,451.875,0.7902806121518366
2016-05-02,444.66900634765625,-1.6075393468011405
2016-05-03,450.3039855957031,1.2592678802026256
2016-05-04,446.72198486328125,-0.7986434929728583
2016-05-05,447.97601318359375,0.2803245663338863
2016-05-06,459.6029968261719,2.562337748220021
2016-05-07,458.5360107421875,-0.23242375185406017
2016-05-08,458.5480041503906,0.00261555277576704
2016-05-09,460.4830017089844,0.42109578579271323
2016-05-10,450.8949890136719,-2.104147026328974
2016-05-11,452.7279968261719,0.4057024567579209
2016-05-12,454.7659912109375,0.4491484985559609
2016-05-13,455.6700134277344,0.1985911166300505
2016-05-14,455.6709899902344,0.0002143133023365203
2016-05-15,457.5679931640625,0.4154456691545624
2016-05-16,454.1629943847656,-0.7469340532431954
2016-05-17,453.7829895019531,-0.08370650055065897
2016-05-18,454.6189880371094,0.18405921427778832
2016-05-19,438.7149963378906,-3.5609688044568584
2016-05-20,442.6759948730469,0.8988122730631124
2016-05-21,443.18798828125,0.11559189106849438
2016-05-22,439.322998046875,-0.8759131625917297
2016-05-23,444.1549987792969,1.0938696675652637
2016-05-24,445.9809875488281,0.41027244351042474
2016-05-25,449.5989990234375,0.80797499085015
2016-05-26,453.3840026855469,0.838338224035434
2016-05-27,473.4639892578125,4.333640303418643
2016-05-28,530.0399780273438,11.28765764615354
2016-05-29,526.2329711914062,-0.7208408249862471
2016-05-30,533.864013671875,1.4397124792801783
2016-05-31,531.385986328125,-0.46524887371504586
2016-06-01,536.9199829101562,1.0360414042520567
2016-06-02,537.9719848632812,0.19574102710910157
2016-06-03,569.1939697265625,5.641478580218466
2016-06-04,572.7269897460938,0.6187873623703142
2016-06-05,574.9769897460938,0.39208766767256586
2016-06-06,585.5369873046875,1.8199331047312053
2016-06-07,576.5969848632812,-1.5385797185729206
2016-06-08,581.64501953125,0.8716773544990978
2016-06-09,574.6300048828125,-1.2133965657505164
2016-06-10,577.469970703125,0.4930078348693751
2016-06-11,606.7269897460938,4.942247784544362
2016-06-12,672.7839965820312,10.33454019758418
2016-06-13,704.3759765625,4.588794913443161
2016-06-14,685.5590209960938,-2.707767672920061
2016-06-15,694.468994140625,1.2912921843862117
2016-06-16,766.3079833984375,9.843663970118602
2016-06-17,748.9089965820312,-2.296667978803112
2016-06-18,756.2269897460938,0.9724105855091677
2016-06-19,763.781005859375,0.993952443153728
2016-06-20,737.2260131835938,-3.5386594891379817
2016-06-21,666.6519775390625,-10.062637470045903
2016-06-22,596.1160278320312,-11.183281125116833
2016-06-23,623.9769897460938,4.567816659395928
2016-06-24,665.2990112304688,6.412308826311645
2016-06-25,665.1229858398438,-0.02646158768267041
2016-06-26,629.3670043945312,-5.5257405317238755
2016-06-27,655.2750244140625,4.034047275833967
2016-06-28,647.0009765625,-1.2707228240071164
2016-06-29,639.8900146484375,-1.105149439629652
2016-06-30,673.3369750976562,5.0949600799755235
2016-07-01,676.2960205078125,0.4384970078765935
2016-07-02,703.7020263671875,3.972412820578125
2016-07-03,658.6640014648438,-6.614146528546335
2016-07-04,683.6619873046875,3.725008160035872
2016-07-05,670.6270141601562,-1.925050808487774
2016-07-06,677.3309936523438,0.9946948982912429
2016-07-07,640.56201171875,-5.581413144886587
2016-07-08,666.5230102539062,3.9728728712684167
2016-07-09,650.9600219726562,-2.3626432892050375
2016-07-10,649.3599853515625,-0.2460990247984299
2016-07-11,647.6589965820312,-0.26229218977028496
2016-07-12,664.551025390625,2.5747344854117724
2016-07-13,654.468017578125,-1.5288944121917827
2016-07-14,658.0780029296875,0.5500751056055477
2016-07-15,663.2550048828125,0.7836069201630321
2016-07-16,660.7670288085938,-0.375821389567808
2016-07-17,679.458984375,2.789554519918658
